Date:TEXT,Payee:TEXT,Address:TEXT,Amount:REAL
8/4/2025,AMAZON RETA* X10HB57L3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-32.08
8/5/2025,AMAZON RETA* U043T5IR3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-38.07
8/5/2025,AMAZON RETA* 4W7E37JF3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-11.24
8/5/2025,SQ *MACRINA - MERCER ISLAMercer IslandWA,Mercer Island WA,-18.21
8/5/2025,AMAZON MKTPL*KY8K40AP3 Amzn.com/billWA,Amzn.com/bill WA,-110.97
8/5/2025,THE BAKED CAFE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.75
8/5/2025,THE BAKED CAFE CAMANO ISLANDWA,CAMANO ISLAND WA,-43.71
8/6/2025,CINDY'S BEAUTY SALON MERCER ISLANDWA,MERCER ISLAND WA,-114
8/6/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-835.39
8/6/2025,TST* ASA MERCER ISLANDWA,MERCER ISLAND WA,-22.48
8/6/2025,TST* VIVIENNES BISTRO MERCER ISLANDWA,MERCER ISLAND WA,-338.5
8/6/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
8/7/2025,SDOT PAYBYPHONE PARKING 206-684-2489 WA,206-684-2489  WA,-7
8/7/2025,SDOT PAYBYPHONE PARKING 206-684-2489 WA,206-684-2489  WA,-7
8/7/2025,UW PAY BY PHONE 206-685-1553 WA,206-685-1553  WA,-10
8/8/2025,LUFTHANSA 2202230814971KOLN,,-468.24
8/9/2025,COSTCO WHSE #0662 BURLINGTON WA,BURLINGTON    WA,-246.86
8/9/2025,COSTCO WHSE #0662 BURLINGTON WA,BURLINGTON    WA,-1.63
8/11/2025,CCBill.com *Offworld Med888-5969279 AZ,888-5969279   AZ,-35
8/12/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
8/13/2025,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-10.37
8/13/2025,ELGER BAY FOOD MART CAFE CAMANO WA,CAMANO        WA,-11.85
8/14/2025,Online payment from CHK 9942,,6566.53
8/14/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-13.5
8/14/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-12.14
8/14/2025,THE INFORMATION THEINFORMATIOCA,THEINFORMATIO CA,-329.5
8/14/2025,CBI*Acronis 151-2289241 IL,151-2289241   IL,-209.37
8/14/2025,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
8/15/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-26.46
8/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
8/16/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-16.76
8/16/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
8/16/2025,JANES RADIANT 425-267-0202 WA,425-267-0202  WA,-314.44
8/16/2025,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
8/18/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-15.25
8/18/2025,SAHARA PIZZA - 102ND AVE STANWOOD WA,STANWOOD      WA,-124.34
8/18/2025,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-111.73
8/18/2025,CAMANO PLAZA MA CAMANO ISLANDWA,CAMANO ISLAND WA,-27.07
8/18/2025,CAMANO PLAZA MA CAMANO ISLANDWA,CAMANO ISLAND WA,-102.66
8/18/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.25
8/19/2025,AVIS RENT-A-CAR SPOKANE WA,SPOKANE       WA,-257.98
8/20/2025,MUSIC FOR THE EYES LANGLEY WA,LANGLEY       WA,-1149.95
8/21/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-5.94
8/21/2025,JANES RADIANT 425-267-0202 WA,425-267-0202  WA,-2834.25
8/21/2025,THE STAR STORE LANGLEY WA,LANGLEY       WA,-101.17
8/21/2025,PORT OF SOUTH WHIDBEY COUPEVILLE WA,COUPEVILLE    WA,-7
8/22/2025,EXPEDIA 73216014890497 EXPEDIA.COM WA,EXPEDIA.COM   WA,-15.57
8/23/2025,COSTCO WHSE #0001 SEATTLE WA,SEATTLE       WA,-217.24
8/23/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
8/23/2025,JANES RADIANT 425-267-0202 WA,425-267-0202  WA,-2834.25
8/25/2025,CAMANO ISLAND STATE PARK 360-902-8572 WA,360-902-8572  WA,-7
8/25/2025,US CUSTOMS DTOPS 317-298-1245 IN,317-298-1245  IN,-35.98
8/25/2025,TST*SANO CAFE Mercer IslandWA,Mercer Island WA,-20.4
8/25/2025,Garmin 800-5112459 ME,800-5112459   ME,-25.32
8/25/2025,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-51
8/25/2025,ALASKA AIR 0272115262021SEATTLE WA,SEATTLE       WA,-308.3
8/25/2025,ALASKA AIR 0272115262020SEATTLE WA,SEATTLE       WA,-308.3
8/26/2025,EXPEDIA 73220320765207 EXPEDIA.COM WA,EXPEDIA.COM   WA,-215.52
8/26/2025,AIRBNB * TAQJ5EJP AIRBNB.COM CA,AIRBNB.COM    CA,-271.78
8/26/2025,PAGLIACCI JUANITA KIRKLAND WA,KIRKLAND      WA,-11.4
8/26/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
8/26/2025,Online payment from CHK 9942,,8816.01
8/27/2025,AIRBNB * HM2P8HBQSQ AIRBNB.COM CA,AIRBNB.COM    CA,-604.09
8/27/2025,ALASKA AIR 0272115502675SEATTLE WA,SEATTLE       WA,-598.3
8/27/2025,ACE PARKING 3381 SEATTLE WA,SEATTLE       WA,-7
8/27/2025,SDOT PAYBYPHONE PARKING 206-684-2489 WA,206-684-2489  WA,-6.38
8/27/2025,UNITED 0162326279564UNITED.COM TX,UNITED.COM    TX,-658.19
8/27/2025,YYJ FBO SERVICES LTD NORTH SAANICHBC,NORTH SAANICH BC,-113.27
8/28/2025,CHEVRON 0356816 MERCER ISLANDWA,MERCER ISLAND WA,-49.59
8/28/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
8/29/2025,OSPREY RESTAURANT AND B 509-5345805 WA,509-5345805   WA,-120.37
8/29/2025,SQ *NIJEBA SHIKURI Seattle WA,Seattle       WA,-47.16
9/1/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
9/1/2025,GO RENTALS COE HAYDEN ID,HAYDEN        ID,-22.63
9/1/2025,GO RENTALS COE HAYDEN ID,HAYDEN        ID,-350
9/1/2025,MICHAEL'S TOYOTA OF BELL BELLEVUE WA,BELLEVUE      WA,-1980.62
9/1/2025,HYATT REG LKE WSHGTN F&B RENTON WA,RENTON        WA,-507.6
9/2/2025,ALASKA AIR 0272116003259SEATTLE WA,SEATTLE       WA,-268.3
9/3/2025,LUFTHANSA 2202232244968KOLN,,-114.19
9/3/2025,LUFTHANSA 2202232218058KOLN,,-147.69
9/3/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-12.96
9/4/2025,AMAZING CARPET AND TIL amazingcarpetCA,amazingcarpet CA,-970
9/5/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-154.69
9/6/2025,SQ *ISLAND BOOKS MERCER ISLANDWA,MERCER ISLAND WA,-19.82
9/6/2025,PREMIUM PARKING PREMIUMPARKINLA,PREMIUMPARKIN LA,-30.46
9/6/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
9/9/2025,CRYSTAL MOUNTAIN ENUMCLAW WA,ENUMCLAW      WA,-5.41
9/10/2025,TURKISH AIRL000000055W5K5WWW.TURKISHAINY,WWW.TURKISHAI NY,-7767.21
9/10/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
9/10/2025,RYANMCBETH.COM RYANMCBETH.COMD,RYANMCBETH.CO MD,-100
9/11/2025,ACE PARKING 3288 SEATTLE WA,SEATTLE       WA,-7
9/12/2025,FORD OF KIRKLAND/HYUNDAI KIRKLAND WA,KIRKLAND      WA,-1623.84
9/12/2025,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-7.99
9/12/2025,PREMIUM PARKING PREMIUMPARKINLA,PREMIUMPARKIN LA,-10.49
9/12/2025,Garmin 800-5112459 ME,800-5112459   ME,-60.59
9/12/2025,WICKED BREW STANWOOD WA,STANWOOD      WA,-3.25
9/13/2025,Online payment from CHK 9942,,17692.73
9/15/2025,AEROMEXICO C1392159310736CUAUHT MOC,,-488.26
9/15/2025,AEROMEXICO C1392159310735CUAUHT MOC,,-488.26
9/15/2025,ALASKA AIR 0272117210134SEATTLE WA,SEATTLE       WA,-863.98
9/15/2025,ALASKA AIR 0272117210133SEATTLE WA,SEATTLE       WA,-863.98
9/15/2025,AIRBNB * HM2P8HBQSQ AIRBNB.COM CA,AIRBNB.COM    CA,-509.25
9/15/2025,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
9/16/2025,SQ *ANDRII CO. Kirkland WA,Kirkland      WA,-11
9/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
9/16/2025,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
9/16/2025,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
9/17/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
9/17/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-126.68
9/18/2025,COUNTRY INN & SUITES - BROOKINGS SD,BROOKINGS     SD,-133.1
9/18/2025,WAL-MART #1538 BROOKINGS SD,BROOKINGS     SD,-56.24
9/18/2025,EXPEDIA 73244879778030 EXPEDIA.COM WA,EXPEDIA.COM   WA,-146.13
9/18/2025,TST* LAKESIDE TAVERN & BRDETROIT LAKESMN,DETROIT LAKES MN,-34.27
9/19/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-33.56
9/19/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-7
9/19/2025,SPO*WHISKEYCREEKWOODFIREGBROOKINGS SD,BROOKINGS     SD,-46.31
9/19/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-47.92
9/19/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-11.98
9/19/2025,FAIRFIELD INN & SUITES DETROIT LAKESMN,DETROIT LAKES MN,-193.16
9/19/2025,COURTYARD BISMARCK NOR BISMARCK ND,BISMARCK      ND,-281.94
9/19/2025,SQ *BROOKINGS TAXI SERVICBROOKINGS SD,BROOKINGS     SD,-10.92
9/19/2025,UNITED 0162332799321UNITED.COM TX,UNITED.COM    TX,-594.48
9/19/2025,UNITED 0162332799320UNITED.COM TX,UNITED.COM    TX,-594.48
9/19/2025,PHEASANTS FURY AVIATION L605-3769708 SD,605-3769708   SD,-613.2
9/19/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-22.8
9/19/2025,EXECUTIVE AIR TAXI CORP. BISMARCK ND,BISMARCK      ND,-683.49
9/20/2025,Online payment from CHK 9942,,7040.6
9/20/2025,TST* LE PAIN QUOTIDIEN - WASHINGTON DC,WASHINGTON    DC,-46.81
9/20/2025,SQ *PACCI?S WASHINGTON DC,WASHINGTON    DC,-166.4
9/20/2025,CITY OF CHILLICOTHE CHILLICOTHE MO,CHILLICOTHE   MO,-300.12
9/20/2025,UNITED 0162332952057UNITED.COM TX,UNITED.COM    TX,-424.49
9/22/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-5
9/22/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-19.39
9/22/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-7
9/22/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-21.32
9/22/2025,SQ *FUZZY INK Riverdale MD,Riverdale     MD,-34
9/22/2025,AMAZON MKTPL*I46WB3J73 Amzn.com/billWA,Amzn.com/bill WA,-134.58
9/22/2025,AMAZON MKTPL*K93R07Q83 Amzn.com/billWA,Amzn.com/bill WA,-33.9
9/23/2025,SAIGON MARKET CEDAR RAPIDS IA,CEDAR RAPIDS  IA,-10.79
9/23/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-60.38
9/23/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-7.85
9/24/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-20.17
9/24/2025,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-80.69
9/24/2025,TST*BLACK SHEEP SOCIAL C Cedar Rapids IA,Cedar Rapids  IA,-551.25
9/24/2025,AMAZON MKTPL*MR2VC0QV3 Amzn.com/billWA,Amzn.com/bill WA,-23.13
9/24/2025,PWK ATLANTIC WHEELING 847-8080812 IL,847-8080812   IL,-909.13
9/25/2025,AF/GIRLSCOUTPRODUCT 800-274-3666 WI,800-274-3666  WI,-26
9/25/2025,JEPPESEN SANDERSON 800-621-5377 CO,800-621-5377  CO,-619.33
9/25/2025,AMAZON MKTPL*NJ7129P20 Amzn.com/billWA,Amzn.com/bill WA,-22.03
9/25/2025,AMAZON RETA* 009QS22E3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-67.8
9/25/2025,EXEC AIR INC OF MONTANA HELENA MT,HELENA        MT,-475.7
9/25/2025,MUSTANG AVIATION PIERRE SD,PIERRE        SD,-865.22
9/25/2025,TST* SHELLIE'S COUNTRY CAHELENA MT,HELENA        MT,-27.9
9/25/2025,DOUBLETREE CEDAR RAPID 319-7314444 IA,319-7314444   IA,-229.27
9/25/2025,Garmin 800-5112459 ME,800-5112459   ME,-25.32
9/26/2025,AIRGARAGE PARKING AIRGARAGE.COMCA,AIRGARAGE.COM CA,-45.65
9/26/2025,AMATO DENTAL GROUP SEATTLE WA,SEATTLE       WA,-125.45
9/26/2025,ECITIZEN NAIROBI,,-34.05
9/26/2025,AMAZON RETA* J575S5RM3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-42.93
9/26/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
9/26/2025,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-9.99
9/26/2025,AMAZON MKTPL*XF4GF1FP3 Amzn.com/billWA,Amzn.com/bill WA,-41.85
9/26/2025,AMAZON MKTPL*G14MX7KP3 Amzn.com/billWA,Amzn.com/bill WA,-48.48
9/26/2025,AMAZON RETA* 8H5781T53 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-33.05
9/27/2025,REGISTERED AGENT - WA SINGLEFILE.IOWA,SINGLEFILE.IO WA,-100
9/29/2025,Tiqets INC 617-8588844 PA,617-8588844   PA,-257.58
9/29/2025,KOUSATHANAS EL KAI S VOULIAGMENI,,-110.64
9/29/2025,UBER *TRIP HELP.UBER.COM,,-36.86
9/29/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
9/29/2025,ECITIZEN NAIROBI,,-34.05
9/29/2025,AIRBNB * HMKA5DQB4S AIRBNB.COM CA,AIRBNB.COM    CA,-476.07
9/29/2025,TST* VIVIENNES BISTRO MERCER ISLANDWA,MERCER ISLAND WA,-132.12
9/29/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
9/30/2025,UBER *TRIP HELP.UBER.COM,,-37.99
9/30/2025,UBER *TRIP HELP.UBER.COM,,-43.55
9/30/2025,UBER *TRIP HELP.UBER.COM,,-5.85
9/30/2025,UBER *TRIP HELP.UBER.COM,,-5.85
9/30/2025,UBER *TRIP HELP.UBER.COM,,-5.85
10/1/2025,UBER *TRIP HELP.UBER.COM,,-46.21
10/1/2025,UBER *TRIP HELP.UBER.COM,,-5.88
10/1/2025,UBER *TRIP HELP.UBER.COM,,-11.76
10/1/2025,UBER *TRIP HELP.UBER.COM,,-48.68
10/1/2025,TAPA E-TICKET ATHINA,,-28.1
10/2/2025,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-5.89
10/2/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.26
10/2/2025,trainline +443332022222,,-245.25
10/2/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
10/3/2025,LIMNH VOULIAGMENIS BOYLIAGMEN,,-40
10/3/2025,NEA ODOS AE MARTINO,,-5.12
10/3/2025,NEA ODOS AE THIVA,,-5.18
10/3/2025,NEA ODOS AE KAPANDRITI,,-4.42
10/3/2025,UBER *TRIP HELP.UBER.COM,,-54.54
10/3/2025,ATTIKI ODOS KOROPI,,-2.95
10/4/2025,Online payment from CHK 9942,,7504.5
10/4/2025,NEA ODOS AE KAPANDRITI,,-4.41
10/4/2025,NEA ODOS AE THIVA,,-5.17
10/4/2025,T-MOBILE HOTSPOT GMBH BONBONN,,-9.41
10/4/2025,ATTIKI ODOS METAMORFOSI,,-2.94
10/6/2025,OLYMPOUS PLAZA 76 ATALANTI,,-6.83
10/6/2025,SHELL LANSERIA Krugersdorp,,-4.77
10/6/2025,EXPEDIA 73264028341883 EXPEDIA.COM WA,EXPEDIA.COM   WA,-65.34
10/6/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
10/6/2025,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.26
10/6/2025,AVIS RENT-A-CAR E387977656,,-265.15
10/6/2025,O.D.A.P. ROMAIKI AGORA DELFI,,-47.04
10/6/2025,AMALIA HOTEL DELFI,,-140.9
10/6/2025,PnP Fam Springs Gate SPRINGS,,-157.81
10/7/2025,MASTORIS ILIAS THIVA,,-10.94
10/7/2025,GATEWAY AIRPORT AUTHORI POLOKWANE,,-24.14
10/7/2025,ZUVA J Nkomo A/P Bulawayo,,-563.94
10/8/2025,DPO*Airlink IBE ZW Harare,,-408
10/9/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
10/9/2025,ZUVA R.G Mugabe A/P Harare,,-522.11
10/9/2025,CIVIL AVIATION (01) ZIMBABWE,,-40.76
10/10/2025,UTENGULE COFFEE LODGE MBEYA,,-1.65
10/10/2025,UTENGULE COFFEE LODGE MBEYA,,-30.45
10/13/2025,THE AERO OF EAST AFRICA NAIROBI,,-37.22
10/13/2025,THE AERO EAST AFRICA USD NAIROBI,,-30
10/13/2025,THE AERO EAST AFRICA USD NAIROBI,,-10
10/13/2025,THE AERO OF EAST AFRICA NAIROBI,,-151.69
10/13/2025,BITUMAN AVIATION SERVICESNairobi,,-378
10/13/2025,ETHIOPIAN AI7173799791384800-4452733 VA,800-4452733   VA,-949
10/13/2025,ETHIOPIAN AI0714402844034NAIROBI,,-20.22
10/13/2025,AF/GIRLSCOUTPRODUCT 800-274-3666 WI,800-274-3666  WI,-60
10/13/2025,Garmin 800-5112459 ME,800-5112459   ME,-26.11
10/14/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
10/14/2025,Netflix.com 408-5403700 CA,408-5403700   CA,-19.82
10/16/2025,DEUX ARGYLE REALTORS LIMIMLOLONGO,,-27.13
10/16/2025,DEUX ARGYLE REALTORS LIMIMLOLONGO,,-15.5
10/16/2025,DEUX ARGYLE REALTORS LIMIMLOLONGO,,-77.13
10/16/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
10/16/2025,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
10/20/2025,Online payment from CHK 9942,,4379.71
10/20/2025,BITUMAN AVIATION SERVICESNairobi,,-630
10/21/2025,THE AERO OF EAST AFRICA NAIROBI,,-264.83
10/21/2025,TALISMAN RESTAURANT NAIROBI,,-207.62
10/21/2025,SOAMES HOTEL&JACKS BAR NANYUKI,,-711.52
10/21/2025,AIRBNB * HMKA5DQB4S AIRBNB.COM CA,AIRBNB.COM    CA,-476.08
10/24/2025,Collina Cafe and RestauraDodoma,,-4.04
10/24/2025,MWIBA HOLDINGS S3057031ARUSHA,,-840
10/25/2025,GRAMMARLY CO*VOLZ7RU GRAMMARLY.COMCA,GRAMMARLY.COM CA,-139.95
10/25/2025,Garmin 800-5112459 ME,800-5112459   ME,-25.32
10/27/2025,UTENGULE COFFEE LODGE MBEYA,,-61.3
10/27/2025,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
10/28/2025,PUMA ENERGY ZAMBIA PLC LUSAKA,,-693.43
10/28/2025,T. Jensen Coffee1001312Lusaka,,-9.52
10/28/2025,National Airport0016626LUSAKA,,-48.98
10/28/2025,National Airport0016626LUSAKA,,-137.14
10/28/2025,Garmin 800-5112459 ME,800-5112459   ME,-13.17
10/31/2025,EXPEDIA 72067777964197 EXPEDIA.COM WA,EXPEDIA.COM   WA,-568.23
10/31/2025,EXPEDIA 72067776170749 EXPEDIA.COM WA,EXPEDIA.COM   WA,-298.87
10/31/2025,MHAISS HOSEA KUTAKO WINDHOEK,,-187.46
11/1/2025,DPO*Airlink IBE NA Windhoek,,-725.23
11/1/2025,DPO*Airlink IBE NA Windhoek,,-725.23
11/1/2025,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
11/1/2025,PUMA ENERGY ZAMBIA PLC LIVINGSTONE,,-665.25
11/1/2025,HANDSOME LION ENTERPRIS LIVINGSTONE,,-1.82
11/1/2025,NATIONAL AIRPORTS LSTON Livingstone,,-74.35
11/3/2025,DELTA HOTELS BY MARRIOTT SWANSEA,,-285.64
11/3/2025,TRAINLINE WWW.THETRAINL,,-27.62
11/3/2025,TRAINLINE WWW.THETRAINL,,-54.66
11/3/2025,MUGG AND BEAN DOMESTI KEMPTON PARK,,-17.58
11/3/2025,THE INFORMATION THEINFORMATIOCA,THEINFORMATIO CA,-439.7
11/3/2025,Online payment from CHK 9942,,5339.5
11/3/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
11/3/2025,HOTEL SAFARI WINDHOEK,,-63.56
11/3/2025,WOOLWORTHS SANDTON,,-57.02
11/4/2025,trainline +443332022222,,-22.77
11/4/2025,IC OR TAMBO KEMPTON PARK,,-63.21
11/4/2025,GAUTRAIN ORTIA TVM GAUTENG,,-27.67
11/5/2025,TRAINLINE WWW.THETRAINL,,-13.77
11/5/2025,WH Smith Swansea Swansea,,-39.79
11/5/2025,SumUp *Mohamed harrak Swansea,,-19.75
11/5/2025,DELTA HOTELS BY MARRIOTT SWANSEA,,-316.03
11/6/2025,Yalla Yalla London,,-226.67
11/6/2025,PERFORMANCE HOME MEDICAL 253-852-5612 WA,253-852-5612  WA,-63.52
11/6/2025,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
11/8/2025,DELTA AIR 0062378738559LONGFORD,,-7080.07
11/8/2025,ALASKA AIR 0272122595527SEATTLE WA,SEATTLE       WA,-877.56
11/8/2025,ALASKA AIR 0272122595524SEATTLE WA,SEATTLE       WA,-877.56
11/10/2025,Online payment from CHK 9942,,12894.48
11/10/2025,THOMPSON SEATTLE F&B SEATTLE WA,SEATTLE       WA,-30
11/10/2025,"ParkWhiz, Inc. Chicago IL",Chicago       IL,-25.32
11/11/2025,KING COUNTY PROP TAX PMNT888-8916064 WA,888-8916064   WA,-14.63
11/11/2025,KING COUNTY PROP TAX PMNT888-8916064 WA,888-8916064   WA,-622.35
11/11/2025,THE MUSEUM OF FLIGHT ONLI206-768-7111 WA,206-768-7111  WA,-200
11/12/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-26.52
11/12/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-26.52
11/12/2025,TARGET 00027862 SEATTLE WA,SEATTLE       WA,-45.23
11/12/2025,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-40
11/12/2025,Garmin 800-5112459 ME,800-5112459   ME,-40.98
11/13/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-7.79
11/13/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-14.03
11/14/2025,WSDOT-GOODTOGO ONLINE RENTON WA,RENTON        WA,-100
11/14/2025,DPO*Airlink IBE NA Windhoek,,723.02
11/14/2025,US CUSTOMS DTOPS 317-298-1245 IN,317-298-1245  IN,-36.94
11/14/2025,DIAMOND PARKING SERVICES 509-295-6490 WA,509-295-6490  WA,-86.5
11/14/2025,Netflix.com 408-5403700 CA,408-5403700   CA,-19.82
11/15/2025,BARONS SINO KITCHEN & 425-5008888 WA,425-5008888   WA,-147.57
11/15/2025,CVS/PHARMACY #11651 MERCER ISLANDWA,MERCER ISLAND WA,-46.26
11/15/2025,THE UPS STORE 1081 510-5176645 WA,510-5176645   WA,-71
11/15/2025,THE UPS STORE 1081 510-5176645 WA,510-5176645   WA,-30
11/15/2025,CINEMARK 1118 BOXCON Bellevue WA,Bellevue      WA,-22.66
11/15/2025,405 WSDOT AVIATION 866-936-8246 WA,866-936-8246  WA,-145
11/17/2025,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
11/17/2025,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
11/17/2025,CBI*Acronis 151-2289241 IL,151-2289241   IL,-137.74
11/18/2025,AEROMEXICO C1392160816357CUAUHT MOC,,-802.95
11/18/2025,AEROMEXICO C1392160816356CUAUHT MOC,,-802.95
11/18/2025,AEROMEXICO C1392160816128CUAUHT MOC,,-285.36
11/18/2025,AEROMEXICO C1392160816127CUAUHT MOC,,-285.36
11/18/2025,AEROMEXICO C1392160815696CUAUHT MOC,,-326.34
11/18/2025,ALASKA AIR 0272123564697SEATTLE WA,SEATTLE       WA,-798.3
11/18/2025,ALASKA AIR 0272123564696SEATTLE WA,SEATTLE       WA,-798.3
11/18/2025,ALASKA AIR 0272123561906SEATTLE WA,SEATTLE       WA,-660.39
11/18/2025,ALASKA AIR 0272123560557SEATTLE WA,SEATTLE       WA,-926.89
11/22/2025,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-14.03
11/22/2025,VIRGINIA MASON FRONT DESKSEATTLE WA,SEATTLE       WA,-95
11/22/2025,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-144
11/22/2025,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-26
11/22/2025,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-37
11/22/2025,CORPORATE AIR CENTER UB CBURLINGTON WA,BURLINGTON    WA,-137.66
12/23/2025,AIRCRAFT & PILOT ASSN WWW.AOPA.ORG MD,WWW.AOPA.ORG  MD,-89
12/23/2025,LIGHTNINGSRC/INGMSPK 800-509-4156 TN,800-509-4156  TN,-47.91
12/24/2025,MERCER ISLAND TRUE VALUE MERCER ISLANDWA,MERCER ISLAND WA,-28.06
12/24/2025,TST*NEB - TOM DOUGLAS Seattle WA,Seattle       WA,-232.02
12/24/2025,Subway Seattle WA,Seattle       WA,-34.13
12/24/2025,PREMIER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-370
