Date:TEXT,Payee:TEXT,Address:TEXT,Amount:TEXT
2025-08-04,AMAZON RETA* X10HB57L3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-32.08
2025-08-05,AMAZON RETA* U043T5IR3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-38.07
2025-08-05,AMAZON RETA* 4W7E37JF3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-11.24
2025-08-05,SQ *MACRINA - MERCER ISLAMercer IslandWA,Mercer Island WA,-18.21
2025-08-05,AMAZON MKTPL*KY8K40AP3 Amzn.com/billWA,Amzn.com/bill WA,-110.97
2025-08-05,THE BAKED CAFE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.75
2025-08-05,THE BAKED CAFE CAMANO ISLANDWA,CAMANO ISLAND WA,-43.71
2025-08-06,CINDY'S BEAUTY SALON MERCER ISLANDWA,MERCER ISLAND WA,-114
2025-08-06,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-835.39
2025-08-06,TST* ASA MERCER ISLANDWA,MERCER ISLAND WA,-22.48
2025-08-06,TST* VIVIENNES BISTRO MERCER ISLANDWA,MERCER ISLAND WA,-338.5
2025-08-06,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-08-07,SDOT PAYBYPHONE PARKING 206-684-2489 WA,206-684-2489  WA,-7
2025-08-07,SDOT PAYBYPHONE PARKING 206-684-2489 WA,206-684-2489  WA,-7
2025-08-07,UW PAY BY PHONE 206-685-1553 WA,206-685-1553  WA,-10
2025-08-08,LUFTHANSA 2202230814971KOLN,,-468.24
2025-08-09,COSTCO WHSE #0662 BURLINGTON WA,BURLINGTON    WA,-246.86
2025-08-09,COSTCO WHSE #0662 BURLINGTON WA,BURLINGTON    WA,-1.63
2025-08-11,CCBill.com *Offworld Med888-5969279 AZ,888-5969279   AZ,-35
2025-08-12,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
2025-08-13,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-10.37
2025-08-13,ELGER BAY FOOD MART CAFE CAMANO WA,CAMANO        WA,-11.85
2025-08-14,Online payment from CHK 9942,,6566.53
2025-08-14,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-13.5
2025-08-14,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-12.14
2025-08-14,THE INFORMATION THEINFORMATIOCA,THEINFORMATIO CA,-329.5
2025-08-14,CBI*Acronis 151-2289241 IL,151-2289241   IL,-209.37
2025-08-14,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
2025-08-15,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-26.46
2025-08-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-08-16,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-16.76
2025-08-16,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
2025-08-16,JANES RADIANT 425-267-0202 WA,425-267-0202  WA,-314.44
2025-08-16,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
2025-08-18,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-15.25
2025-08-18,SAHARA PIZZA - 102ND AVE STANWOOD WA,STANWOOD      WA,-124.34
2025-08-18,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-111.73
2025-08-18,CAMANO PLAZA MA CAMANO ISLANDWA,CAMANO ISLAND WA,-27.07
2025-08-18,CAMANO PLAZA MA CAMANO ISLANDWA,CAMANO ISLAND WA,-102.66
2025-08-18,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.25
2025-08-19,AVIS RENT-A-CAR SPOKANE WA,SPOKANE       WA,-257.98
2025-08-20,MUSIC FOR THE EYES LANGLEY WA,LANGLEY       WA,-1149.95
2025-08-21,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-5.94
2025-08-21,JANES RADIANT 425-267-0202 WA,425-267-0202  WA,-2834.25
2025-08-21,THE STAR STORE LANGLEY WA,LANGLEY       WA,-101.17
2025-08-21,PORT OF SOUTH WHIDBEY COUPEVILLE WA,COUPEVILLE    WA,-7
2025-08-22,EXPEDIA 73216014890497 EXPEDIA.COM WA,EXPEDIA.COM   WA,-15.57
2025-08-23,COSTCO WHSE #0001 SEATTLE WA,SEATTLE       WA,-217.24
2025-08-23,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
2025-08-23,JANES RADIANT 425-267-0202 WA,425-267-0202  WA,-2834.25
2025-08-25,CAMANO ISLAND STATE PARK 360-902-8572 WA,360-902-8572  WA,-7
2025-08-25,US CUSTOMS DTOPS 317-298-1245 IN,317-298-1245  IN,-35.98
2025-08-25,TST*SANO CAFE Mercer IslandWA,Mercer Island WA,-20.4
2025-08-25,Garmin 800-5112459 ME,800-5112459   ME,-25.32
2025-08-25,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-51
2025-08-25,ALASKA AIR 0272115262021SEATTLE WA,SEATTLE       WA,-308.3
2025-08-25,ALASKA AIR 0272115262020SEATTLE WA,SEATTLE       WA,-308.3
2025-08-26,EXPEDIA 73220320765207 EXPEDIA.COM WA,EXPEDIA.COM   WA,-215.52
2025-08-26,AIRBNB * TAQJ5EJP AIRBNB.COM CA,AIRBNB.COM    CA,-271.78
2025-08-26,PAGLIACCI JUANITA KIRKLAND WA,KIRKLAND      WA,-11.4
2025-08-26,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-08-26,Online payment from CHK 9942,,8816.01
2025-08-27,AIRBNB * HM2P8HBQSQ AIRBNB.COM CA,AIRBNB.COM    CA,-604.09
2025-08-27,ALASKA AIR 0272115502675SEATTLE WA,SEATTLE       WA,-598.3
2025-08-27,ACE PARKING 3381 SEATTLE WA,SEATTLE       WA,-7
2025-08-27,SDOT PAYBYPHONE PARKING 206-684-2489 WA,206-684-2489  WA,-6.38
2025-08-27,UNITED 0162326279564UNITED.COM TX,UNITED.COM    TX,-658.19
2025-08-27,YYJ FBO SERVICES LTD NORTH SAANICHBC,NORTH SAANICH BC,-113.27
2025-08-28,CHEVRON 0356816 MERCER ISLANDWA,MERCER ISLAND WA,-49.59
2025-08-28,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-08-29,OSPREY RESTAURANT AND B 509-5345805 WA,509-5345805   WA,-120.37
2025-08-29,SQ *NIJEBA SHIKURI Seattle WA,Seattle       WA,-47.16
2025-09-01,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-09-01,GO RENTALS COE HAYDEN ID,HAYDEN        ID,-22.63
2025-09-01,GO RENTALS COE HAYDEN ID,HAYDEN        ID,-350
2025-09-01,MICHAEL'S TOYOTA OF BELL BELLEVUE WA,BELLEVUE      WA,-1980.62
2025-09-01,HYATT REG LKE WSHGTN F&B RENTON WA,RENTON        WA,-507.6
2025-09-02,ALASKA AIR 0272116003259SEATTLE WA,SEATTLE       WA,-268.3
2025-09-03,LUFTHANSA 2202232244968KOLN,,-114.19
2025-09-03,LUFTHANSA 2202232218058KOLN,,-147.69
2025-09-03,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-12.96
2025-09-04,AMAZING CARPET AND TIL amazingcarpetCA,amazingcarpet CA,-970
2025-09-05,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-154.69
2025-09-06,SQ *ISLAND BOOKS MERCER ISLANDWA,MERCER ISLAND WA,-19.82
2025-09-06,PREMIUM PARKING PREMIUMPARKINLA,PREMIUMPARKIN LA,-30.46
2025-09-06,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-09-09,CRYSTAL MOUNTAIN ENUMCLAW WA,ENUMCLAW      WA,-5.41
2025-09-10,TURKISH AIRL000000055W5K5WWW.TURKISHAINY,WWW.TURKISHAI NY,-7767.21
2025-09-10,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-6.98
2025-09-10,RYANMCBETH.COM RYANMCBETH.COMD,RYANMCBETH.CO MD,-100
2025-09-11,ACE PARKING 3288 SEATTLE WA,SEATTLE       WA,-7
2025-09-12,FORD OF KIRKLAND/HYUNDAI KIRKLAND WA,KIRKLAND      WA,-1623.84
2025-09-12,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-7.99
2025-09-12,PREMIUM PARKING PREMIUMPARKINLA,PREMIUMPARKIN LA,-10.49
2025-09-12,Garmin 800-5112459 ME,800-5112459   ME,-60.59
2025-09-12,WICKED BREW STANWOOD WA,STANWOOD      WA,-3.25
2025-09-13,Online payment from CHK 9942,,17692.73
2025-09-15,AEROMEXICO C1392159310736CUAUHT MOC,,-488.26
2025-09-15,AEROMEXICO C1392159310735CUAUHT MOC,,-488.26
2025-09-15,ALASKA AIR 0272117210134SEATTLE WA,SEATTLE       WA,-863.98
2025-09-15,ALASKA AIR 0272117210133SEATTLE WA,SEATTLE       WA,-863.98
2025-09-15,AIRBNB * HM2P8HBQSQ AIRBNB.COM CA,AIRBNB.COM    CA,-509.25
2025-09-15,NETFLIX.COM NETFLIX.COM CA,NETFLIX.COM   CA,-19.82
2025-09-16,SQ *ANDRII CO. Kirkland WA,Kirkland      WA,-11
2025-09-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-09-16,ISLAND COUNTY CAMANO OUTBCAMANO ISLANDWA,CAMANO ISLAND WA,-14.75
2025-09-16,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
2025-09-17,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-09-17,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-126.68
2025-09-18,COUNTRY INN & SUITES - BROOKINGS SD,BROOKINGS     SD,-133.1
2025-09-18,WAL-MART #1538 BROOKINGS SD,BROOKINGS     SD,-56.24
2025-09-18,EXPEDIA 73244879778030 EXPEDIA.COM WA,EXPEDIA.COM   WA,-146.13
2025-09-18,TST* LAKESIDE TAVERN & BRDETROIT LAKESMN,DETROIT LAKES MN,-34.27
2025-09-19,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-33.56
2025-09-19,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-7
2025-09-19,SPO*WHISKEYCREEKWOODFIREGBROOKINGS SD,BROOKINGS     SD,-46.31
2025-09-19,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-47.92
2025-09-19,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-11.98
2025-09-19,FAIRFIELD INN & SUITES DETROIT LAKESMN,DETROIT LAKES MN,-193.16
2025-09-19,COURTYARD BISMARCK NOR BISMARCK ND,BISMARCK      ND,-281.94
2025-09-19,SQ *BROOKINGS TAXI SERVICBROOKINGS SD,BROOKINGS     SD,-10.92
2025-09-19,UNITED 0162332799321UNITED.COM TX,UNITED.COM    TX,-594.48
2025-09-19,UNITED 0162332799320UNITED.COM TX,UNITED.COM    TX,-594.48
2025-09-19,PHEASANTS FURY AVIATION L605-3769708 SD,605-3769708   SD,-613.2
2025-09-19,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-22.8
2025-09-19,EXECUTIVE AIR TAXI CORP. BISMARCK ND,BISMARCK      ND,-683.49
2025-09-20,Online payment from CHK 9942,,7040.6
2025-09-20,TST* LE PAIN QUOTIDIEN - WASHINGTON DC,WASHINGTON    DC,-46.81
2025-09-20,SQ *PACCI?S WASHINGTON DC,WASHINGTON    DC,-166.4
2025-09-20,CITY OF CHILLICOTHE CHILLICOTHE MO,CHILLICOTHE   MO,-300.12
2025-09-20,UNITED 0162332952057UNITED.COM TX,UNITED.COM    TX,-424.49
2025-09-22,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-5
2025-09-22,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-19.39
2025-09-22,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-7
2025-09-22,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-21.32
2025-09-22,SQ *FUZZY INK Riverdale MD,Riverdale     MD,-34
2025-09-22,AMAZON MKTPL*I46WB3J73 Amzn.com/billWA,Amzn.com/bill WA,-134.58
2025-09-22,AMAZON MKTPL*K93R07Q83 Amzn.com/billWA,Amzn.com/bill WA,-33.9
2025-09-23,SAIGON MARKET CEDAR RAPIDS IA,CEDAR RAPIDS  IA,-10.79
2025-09-23,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-60.38
2025-09-23,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-7.85
2025-09-24,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-20.17
2025-09-24,UBER *TRIP HELP.UBER.COMCA,HELP.UBER.COM CA,-80.69
2025-09-24,TST*BLACK SHEEP SOCIAL C Cedar Rapids IA,Cedar Rapids  IA,-551.25
2025-09-24,AMAZON MKTPL*MR2VC0QV3 Amzn.com/billWA,Amzn.com/bill WA,-23.13
2025-09-24,PWK ATLANTIC WHEELING 847-8080812 IL,847-8080812   IL,-909.13
2025-09-25,AF/GIRLSCOUTPRODUCT 800-274-3666 WI,800-274-3666  WI,-26
2025-09-25,JEPPESEN SANDERSON 800-621-5377 CO,800-621-5377  CO,-619.33
2025-09-25,AMAZON MKTPL*NJ7129P20 Amzn.com/billWA,Amzn.com/bill WA,-22.03
2025-09-25,AMAZON RETA* 009QS22E3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-67.8
2025-09-25,EXEC AIR INC OF MONTANA HELENA MT,HELENA        MT,-475.7
2025-09-25,MUSTANG AVIATION PIERRE SD,PIERRE        SD,-865.22
2025-09-25,TST* SHELLIE'S COUNTRY CAHELENA MT,HELENA        MT,-27.9
2025-09-25,DOUBLETREE CEDAR RAPID 319-7314444 IA,319-7314444   IA,-229.27
2025-09-25,Garmin 800-5112459 ME,800-5112459   ME,-25.32
2025-09-26,AIRGARAGE PARKING AIRGARAGE.COMCA,AIRGARAGE.COM CA,-45.65
2025-09-26,AMATO DENTAL GROUP SEATTLE WA,SEATTLE       WA,-125.45
2025-09-26,ECITIZEN NAIROBI,,-34.05
2025-09-26,AMAZON RETA* J575S5RM3 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-42.93
2025-09-26,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-09-26,METROPOLIS PARKING METROPOLIS.IOTN,METROPOLIS.IO TN,-9.99
2025-09-26,AMAZON MKTPL*XF4GF1FP3 Amzn.com/billWA,Amzn.com/bill WA,-41.85
2025-09-26,AMAZON MKTPL*G14MX7KP3 Amzn.com/billWA,Amzn.com/bill WA,-48.48
2025-09-26,AMAZON RETA* 8H5781T53 WWW.AMAZON.COWA,WWW.AMAZON.CO WA,-33.05
2025-09-27,REGISTERED AGENT - WA SINGLEFILE.IOWA,SINGLEFILE.IO WA,-100
2025-09-29,Tiqets INC 617-8588844 PA,617-8588844   PA,-257.58
2025-09-29,KOUSATHANAS EL KAI S VOULIAGMENI,,-110.64
2025-09-29,UBER *TRIP HELP.UBER.COM,,-36.86
2025-09-29,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-09-29,ECITIZEN NAIROBI,,-34.05
2025-09-29,AIRBNB * HMKA5DQB4S AIRBNB.COM CA,AIRBNB.COM    CA,-476.07
2025-09-29,TST* VIVIENNES BISTRO MERCER ISLANDWA,MERCER ISLAND WA,-132.12
2025-09-29,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-09-30,UBER *TRIP HELP.UBER.COM,,-37.99
2025-09-30,UBER *TRIP HELP.UBER.COM,,-43.55
2025-09-30,UBER *TRIP HELP.UBER.COM,,-5.85
2025-09-30,UBER *TRIP HELP.UBER.COM,,-5.85
2025-09-30,UBER *TRIP HELP.UBER.COM,,-5.85
2025-10-01,UBER *TRIP HELP.UBER.COM,,-46.21
2025-10-01,UBER *TRIP HELP.UBER.COM,,-5.88
2025-10-01,UBER *TRIP HELP.UBER.COM,,-11.76
2025-10-01,UBER *TRIP HELP.UBER.COM,,-48.68
2025-10-01,TAPA E-TICKET ATHINA,,-28.1
2025-10-02,ELGER BAY FOOD MART CAMANO ISLANDWA,CAMANO ISLAND WA,-5.89
2025-10-02,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.26
2025-10-02,trainline +443332022222,,-245.25
2025-10-02,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-10-03,LIMNH VOULIAGMENIS BOYLIAGMEN,,-40
2025-10-03,NEA ODOS AE MARTINO,,-5.12
2025-10-03,NEA ODOS AE THIVA,,-5.18
2025-10-03,NEA ODOS AE KAPANDRITI,,-4.42
2025-10-03,UBER *TRIP HELP.UBER.COM,,-54.54
2025-10-03,ATTIKI ODOS KOROPI,,-2.95
2025-10-04,Online payment from CHK 9942,,7504.5
2025-10-04,NEA ODOS AE KAPANDRITI,,-4.41
2025-10-04,NEA ODOS AE THIVA,,-5.17
2025-10-04,T-MOBILE HOTSPOT GMBH BONBONN,,-9.41
2025-10-04,ATTIKI ODOS METAMORFOSI,,-2.94
2025-10-06,OLYMPOUS PLAZA 76 ATALANTI,,-6.83
2025-10-06,SHELL LANSERIA Krugersdorp,,-4.77
2025-10-06,EXPEDIA 73264028341883 EXPEDIA.COM WA,EXPEDIA.COM   WA,-65.34
2025-10-06,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-10-06,CAMANO ISLAND COFFEE CAMANO ISLANDWA,CAMANO ISLAND WA,-7.26
2025-10-06,AVIS RENT-A-CAR E387977656,,-265.15
2025-10-06,O.D.A.P. ROMAIKI AGORA DELFI,,-47.04
2025-10-06,AMALIA HOTEL DELFI,,-140.9
2025-10-06,PnP Fam Springs Gate SPRINGS,,-157.81
2025-10-07,MASTORIS ILIAS THIVA,,-10.94
2025-10-07,GATEWAY AIRPORT AUTHORI POLOKWANE,,-24.14
2025-10-07,ZUVA J Nkomo A/P Bulawayo,,-563.94
2025-10-08,DPO*Airlink IBE ZW Harare,,-408
2025-10-09,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-10-09,ZUVA R.G Mugabe A/P Harare,,-522.11
2025-10-09,CIVIL AVIATION (01) ZIMBABWE,,-40.76
2025-10-10,UTENGULE COFFEE LODGE MBEYA,,-1.65
2025-10-10,UTENGULE COFFEE LODGE MBEYA,,-30.45
2025-10-13,THE AERO OF EAST AFRICA NAIROBI,,-37.22
2025-10-13,THE AERO EAST AFRICA USD NAIROBI,,-30
2025-10-13,THE AERO EAST AFRICA USD NAIROBI,,-10
2025-10-13,THE AERO OF EAST AFRICA NAIROBI,,-151.69
2025-10-13,BITUMAN AVIATION SERVICESNairobi,,-378
2025-10-13,ETHIOPIAN AI7173799791384800-4452733 VA,800-4452733   VA,-949
2025-10-13,ETHIOPIAN AI0714402844034NAIROBI,,-20.22
2025-10-13,AF/GIRLSCOUTPRODUCT 800-274-3666 WI,800-274-3666  WI,-60
2025-10-13,Garmin 800-5112459 ME,800-5112459   ME,-26.11
2025-10-14,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-10-14,Netflix.com 408-5403700 CA,408-5403700   CA,-19.82
2025-10-16,DEUX ARGYLE REALTORS LIMIMLOLONGO,,-27.13
2025-10-16,DEUX ARGYLE REALTORS LIMIMLOLONGO,,-15.5
2025-10-16,DEUX ARGYLE REALTORS LIMIMLOLONGO,,-77.13
2025-10-16,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-10-16,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
2025-10-20,Online payment from CHK 9942,,4379.71
2025-10-20,BITUMAN AVIATION SERVICESNairobi,,-630
2025-10-21,THE AERO OF EAST AFRICA NAIROBI,,-264.83
2025-10-21,TALISMAN RESTAURANT NAIROBI,,-207.62
2025-10-21,SOAMES HOTEL&JACKS BAR NANYUKI,,-711.52
2025-10-21,AIRBNB * HMKA5DQB4S AIRBNB.COM CA,AIRBNB.COM    CA,-476.08
2025-10-24,Collina Cafe and RestauraDodoma,,-4.04
2025-10-24,MWIBA HOLDINGS S3057031ARUSHA,,-840
2025-10-25,GRAMMARLY CO*VOLZ7RU GRAMMARLY.COMCA,GRAMMARLY.COM CA,-139.95
2025-10-25,Garmin 800-5112459 ME,800-5112459   ME,-25.32
2025-10-27,UTENGULE COFFEE LODGE MBEYA,,-61.3
2025-10-27,OPENAI *CHATGPT SUBSCR OPENAI.COM CA,OPENAI.COM    CA,-22.04
2025-10-28,PUMA ENERGY ZAMBIA PLC LUSAKA,,-693.43
2025-10-28,T. Jensen Coffee1001312Lusaka,,-9.52
2025-10-28,National Airport0016626LUSAKA,,-48.98
2025-10-28,National Airport0016626LUSAKA,,-137.14
2025-10-28,Garmin 800-5112459 ME,800-5112459   ME,-13.17
2025-10-31,EXPEDIA 72067777964197 EXPEDIA.COM WA,EXPEDIA.COM   WA,-568.23
2025-10-31,EXPEDIA 72067776170749 EXPEDIA.COM WA,EXPEDIA.COM   WA,-298.87
2025-10-31,MHAISS HOSEA KUTAKO WINDHOEK,,-187.46
2025-11-01,DPO*Airlink IBE NA Windhoek,,-725.23
2025-11-01,DPO*Airlink IBE NA Windhoek,,-725.23
2025-11-01,DIGITALOCEAN.COM DIGITALOCEAN.NY,DIGITALOCEAN. NY,-13.22
2025-11-01,PUMA ENERGY ZAMBIA PLC LIVINGSTONE,,-665.25
2025-11-01,HANDSOME LION ENTERPRIS LIVINGSTONE,,-1.82
2025-11-01,NATIONAL AIRPORTS LSTON Livingstone,,-74.35
2025-11-03,DELTA HOTELS BY MARRIOTT SWANSEA,,-285.64
2025-11-03,TRAINLINE WWW.THETRAINL,,-27.62
2025-11-03,TRAINLINE WWW.THETRAINL,,-54.66
2025-11-03,MUGG AND BEAN DOMESTI KEMPTON PARK,,-17.58
2025-11-03,THE INFORMATION THEINFORMATIOCA,THEINFORMATIO CA,-439.7
2025-11-03,Online payment from CHK 9942,,5339.5
2025-11-03,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-102
2025-11-03,HOTEL SAFARI WINDHOEK,,-63.56
2025-11-03,WOOLWORTHS SANDTON,,-57.02
2025-11-04,trainline +443332022222,,-22.77
2025-11-04,IC OR TAMBO KEMPTON PARK,,-63.21
2025-11-04,GAUTRAIN ORTIA TVM GAUTENG,,-27.67
2025-11-05,TRAINLINE WWW.THETRAINL,,-13.77
2025-11-05,WH Smith Swansea Swansea,,-39.79
2025-11-05,SumUp *Mohamed harrak Swansea,,-19.75
2025-11-05,DELTA HOTELS BY MARRIOTT SWANSEA,,-316.03
2025-11-06,Yalla Yalla London,,-226.67
2025-11-06,PERFORMANCE HOME MEDICAL 253-852-5612 WA,253-852-5612  WA,-63.52
2025-11-06,Scribd *589159419 415-2336230 CA,415-2336230   CA,-13.23
2025-11-08,DELTA AIR 0062378738559LONGFORD,,-7080.07
2025-11-08,ALASKA AIR 0272122595527SEATTLE WA,SEATTLE       WA,-877.56
2025-11-08,ALASKA AIR 0272122595524SEATTLE WA,SEATTLE       WA,-877.56
2025-11-10,Online payment from CHK 9942,,12894.48
2025-11-10,THOMPSON SEATTLE F&B SEATTLE WA,SEATTLE       WA,-30
2025-11-10,"ParkWhiz, Inc. Chicago IL",Chicago       IL,-25.32
2025-11-11,KING COUNTY PROP TAX PMNT888-8916064 WA,888-8916064   WA,-14.63
2025-11-11,KING COUNTY PROP TAX PMNT888-8916064 WA,888-8916064   WA,-622.35
2025-11-11,THE MUSEUM OF FLIGHT ONLI206-768-7111 WA,206-768-7111  WA,-200
2025-11-12,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-26.52
2025-11-12,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-26.52
2025-11-12,TARGET 00027862 SEATTLE WA,SEATTLE       WA,-45.23
2025-11-12,VIRGINIA MASON MEDICAL CE206-2236601 WA,206-2236601   WA,-40
2025-11-12,Garmin 800-5112459 ME,800-5112459   ME,-40.98
2025-11-13,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-7.79
2025-11-13,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-14.03
2025-11-14,WSDOT-GOODTOGO ONLINE RENTON WA,RENTON        WA,-100
2025-11-14,DPO*Airlink IBE NA Windhoek,,723.02
2025-11-14,US CUSTOMS DTOPS 317-298-1245 IN,317-298-1245  IN,-36.94
2025-11-14,DIAMOND PARKING SERVICES 509-295-6490 WA,509-295-6490  WA,-86.5
2025-11-14,Netflix.com 408-5403700 CA,408-5403700   CA,-19.82
2025-11-15,BARONS SINO KITCHEN & 425-5008888 WA,425-5008888   WA,-147.57
2025-11-15,CVS/PHARMACY #11651 MERCER ISLANDWA,MERCER ISLAND WA,-46.26
2025-11-15,THE UPS STORE 1081 510-5176645 WA,510-5176645   WA,-71
2025-11-15,THE UPS STORE 1081 510-5176645 WA,510-5176645   WA,-30
2025-11-15,CINEMARK 1118 BOXCON Bellevue WA,Bellevue      WA,-22.66
2025-11-15,405 WSDOT AVIATION 866-936-8246 WA,866-936-8246  WA,-145
2025-11-17,SLING.COM 888-363-1777 CO,888-363-1777  CO,-12.99
2025-11-17,ZOLEO USA Inc. SEATTLE WA,SEATTLE       WA,-28.65
2025-11-17,CBI*Acronis 151-2289241 IL,151-2289241   IL,-137.74
2025-11-18,AEROMEXICO C1392160816357CUAUHT MOC,,-802.95
2025-11-18,AEROMEXICO C1392160816356CUAUHT MOC,,-802.95
2025-11-18,AEROMEXICO C1392160816128CUAUHT MOC,,-285.36
2025-11-18,AEROMEXICO C1392160816127CUAUHT MOC,,-285.36
2025-11-18,AEROMEXICO C1392160815696CUAUHT MOC,,-326.34
2025-11-18,ALASKA AIR 0272123564697SEATTLE WA,SEATTLE       WA,-798.3
2025-11-18,ALASKA AIR 0272123564696SEATTLE WA,SEATTLE       WA,-798.3
2025-11-18,ALASKA AIR 0272123561906SEATTLE WA,SEATTLE       WA,-660.39
2025-11-18,ALASKA AIR 0272123560557SEATTLE WA,SEATTLE       WA,-926.89
2025-11-22,DIAMOND PARKING parkmobilecomWA,parkmobilecom WA,-14.03
2025-11-22,VIRGINIA MASON FRONT DESKSEATTLE WA,SEATTLE       WA,-95
2025-11-22,FSP*EASTSIDE LIMOUSINE 425-558-4755 WA,425-558-4755  WA,-144
2025-11-22,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-26
2025-11-22,MERCER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-37
2025-11-22,CORPORATE AIR CENTER UB CBURLINGTON WA,BURLINGTON    WA,-137.66
2025-12-23,AIRCRAFT & PILOT ASSN WWW.AOPA.ORG MD,WWW.AOPA.ORG  MD,-89
2025-12-23,LIGHTNINGSRC/INGMSPK 800-509-4156 TN,800-509-4156  TN,-47.91
2025-12-24,MERCER ISLAND TRUE VALUE MERCER ISLANDWA,MERCER ISLAND WA,-28.06
2025-12-24,TST*NEB - TOM DOUGLAS Seattle WA,Seattle       WA,-232.02
2025-12-24,Subway Seattle WA,Seattle       WA,-34.13
2025-12-24,PREMIER NAILS & SPA MERCER ISLANDWA,MERCER ISLAND WA,-370
